timestamp,time,pod_count,pending_pods,desired_scale,actual_scale,requested_scale,cpu_millicores,memory_mb,total_cpu,total_memory,avg_pod_age,is_cold_start,cold_start_time
1762377630.7892888,21:20:30,0,0,0,0,0,0,0,0,0,0,False,0
1762377636.360593,21:20:36,0,0,0,0,0,0,0,0,0,0,False,0
1762377641.9103677,21:20:41,0,0,0,0,0,0,0,0,0,0,False,0
1762377647.4028788,21:20:47,0,0,0,0,0,0,0,0,0,0,False,0
1762377652.9390318,21:20:52,0,0,0,0,0,0,0,0,0,0,False,0
1762377658.5627446,21:20:58,0,0,0,0,0,0,0,0,0,0,False,0
1762377664.4506269,21:21:04,0,0,0,0,0,0,0,0,0,0,False,0
1762377670.4925358,21:21:10,0,0,0,0,0,0,0,0,0,0,False,0
1762377675.9582431,21:21:15,0,0,0,0,0,0,0,0,0,0,False,0
1762377681.4246533,21:21:21,0,0,0,0,0,0,0,0,0,0,False,0
1762377686.9300263,21:21:26,0,0,0,0,0,0,0,0,0,0,False,0
1762377692.4088967,21:21:32,0,0,0,0,0,0,0,0,0,0,False,0
1762377697.9951706,21:21:37,0,0,0,0,0,0,0,0,0,0,False,0
1762377703.4614732,21:21:43,0,0,0,0,0,0,0,0,0,0,False,0
1762377708.9574783,21:21:48,0,0,0,0,0,0,0,0,0,0,False,0
1762377714.4553683,21:21:54,0,0,0,0,0,0,0,0,0,0,False,0
1762377720.0568728,21:22:00,0,0,0,0,0,0,0,0,0,0,False,0
1762377725.5629058,21:22:05,0,0,0,0,0,0,0,0,0,0,False,0
1762377731.221389,21:22:11,0,0,0,0,0,0,0,0,0,0,False,0
1762377737.1002498,21:22:17,0,0,0,0,0,0,0,0,0,0,False,0
1762377742.5991263,21:22:22,0,0,0,0,0,0,0,0,0,0,False,0
1762377748.0560613,21:22:28,0,0,0,0,0,0,0,0,0,0,False,0
1762377753.6288393,21:22:33,0,0,0,0,0,0,0,0,0,0,False,0
1762377759.1911268,21:22:39,0,0,0,0,0,0,0,0,0,0,False,0
1762377764.7272704,21:22:44,0,0,0,0,0,0,0,0,0,0,False,0
1762377770.2855494,21:22:50,0,0,0,0,0,0,0,0,0,0,False,0
1762377775.834245,21:22:55,0,0,0,0,0,0,0,0,0,0,False,0
1762377781.3863003,21:23:01,0,0,0,0,0,0,0,0,0,0,False,0
1762377787.2923465,21:23:07,0,0,0,0,0,0,0,0,0,0,False,0
1762377792.8327653,21:23:12,0,0,0,0,0,0,0,0,0,0,False,0
1762377798.3009346,21:23:18,0,0,0,0,0,0,0,0,0,0,False,0
1762377803.8477542,21:23:23,0,0,0,0,0,0,0,0,0,0,False,0
1762377809.3666472,21:23:29,0,0,0,0,0,0,0,0,0,0,False,0
1762377814.8664105,21:23:34,0,0,0,0,0,0,0,0,0,0,False,0
1762377820.4806752,21:23:40,0,0,0,0,0,0,0,0,0,0,False,0
1762377826.052062,21:23:46,0,0,0,0,0,0,0,0,0,0,False,0
1762377831.5228486,21:23:51,0,0,0,0,0,0,0,0,0,0,False,0
1762377837.035538,21:23:57,0,0,0,0,0,0,0,0,0,0,False,0
1762377842.5454986,21:24:02,0,0,0,0,0,0,0,0,0,0,False,0
1762377848.0715103,21:24:08,0,0,0,0,0,0,0,0,0,0,False,0
1762377853.6242142,21:24:13,0,0,0,0,0,0,0,0,0,0,False,0
1762377859.1618378,21:24:19,0,0,0,0,0,0,0,0,0,0,False,0
1762377864.7504075,21:24:24,0,0,0,0,0,0,0,0,0,0,False,0
1762377870.2844267,21:24:30,0,0,0,0,0,0,0,0,0,0,False,0
1762377875.8712025,21:24:35,0,0,0,0,0,0,0,0,0,0,False,0
1762377881.4498262,21:24:41,0,0,0,0,0,0,0,0,0,0,False,0
1762377887.1981478,21:24:47,0,0,0,0,0,0,0,0,0,0,False,0
1762377892.8355556,21:24:52,0,0,0,0,0,0,0,0,0,0,False,0
1762377898.4161768,21:24:58,0,0,0,0,0,0,0,0,0,0,False,0
1762377904.6028068,21:25:04,0,0,0,0,0,0,0,0,0,0,False,0
1762377910.1182048,21:25:10,0,0,0,0,0,0,0,0,0,0,False,0
1762377915.6252668,21:25:15,0,0,0,0,0,0,0,0,0,0,False,0
1762377921.1575136,21:25:21,0,0,0,0,0,0,0,0,0,0,False,0
1762377926.7283628,21:25:26,0,0,0,0,0,0,0,0,0,0,False,0
1762377932.6108024,21:25:32,0,0,0,0,0,0,0,0,0,0,False,0
1762377938.1449072,21:25:38,0,0,0,0,0,0,0,0,0,0,False,0
1762377943.6717103,21:25:43,0,0,0,0,0,0,0,0,0,0,False,0
