timestamp,function,model,minute,requests_sent,success,errors,success_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,pods,cpu_millicores,mem_mib,cold_start
2025-12-09T13:47:54+00:00,func_235,prophet,1,50,50,0,100.0,118.96292209625244,99.43032264709473,127.25411653518674,558.695592880249,559.5970153808594,4,12.493407000000001,355.05859375,1
2025-12-09T13:47:57+00:00,func_235,prophet,2,50,50,0,100.0,119.9744462966919,97.60487079620361,113.65121603012084,653.6832427978495,1160.6018543243408,3,6.108246,113.44140625,0
2025-12-09T13:48:01+00:00,func_235,prophet,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,6.088844,113.44140625,0
2025-12-09T13:48:01+00:00,func_235,prophet,4,50,50,0,100.0,98.14038276672363,96.2371826171875,116.63596630096434,130.48625230789185,133.24928283691406,2,6.108246,113.44140625,0
2025-12-09T13:48:03+00:00,func_235,prophet,5,50,50,0,100.0,140.33236980438232,99.00271892547607,225.27871131896967,729.6787810325604,1165.5430793762207,2,6.108246,113.44140625,0
2025-12-09T13:48:07+00:00,func_235,prophet,6,50,50,0,100.0,135.90828895568848,94.93863582611084,104.95907068252563,1115.5234026908875,1116.5838241577148,2,6.108246,113.44140625,0
2025-12-09T13:48:11+00:00,func_235,prophet,7,2,2,0,100.0,101.33051872253418,101.33051872253418,103.57906818389893,103.77893924713135,103.82890701293945,2,6.108246,113.44140625,0
2025-12-09T13:48:11+00:00,func_235,prophet,8,22,22,0,100.0,100.05869648673318,99.81048107147217,111.73814535140991,113.13702344894409,113.4641170501709,2,6.108246,113.44140625,0
2025-12-09T13:48:12+00:00,func_235,prophet,9,50,50,0,100.0,118.5087776184082,97.97263145446777,109.99006032943726,645.8354449272135,1156.4860343933105,2,6.108246,113.44140625,0
2025-12-09T13:48:15+00:00,func_235,prophet,10,13,13,0,100.0,106.46209349999062,101.31478309631348,134.66429710388178,150.5275249481201,154.4933319091797,2,6.108246,113.44140625,0
2025-12-09T13:48:16+00:00,func_235,prophet,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.088844,113.44140625,0
2025-12-09T13:48:16+00:00,func_235,prophet,12,1,1,0,100.0,95.77679634094238,95.77679634094238,95.77679634094238,95.77679634094238,95.77679634094238,2,6.108246,113.44140625,0
2025-12-09T13:48:17+00:00,func_235,prophet,13,8,8,0,100.0,98.43584895133972,99.08223152160645,104.87439632415771,105.56560039520264,105.73840141296387,2,6.088844,113.44140625,0
2025-12-09T13:48:17+00:00,func_235,prophet,14,50,50,0,100.0,137.83763885498047,97.39232063293457,357.7289819717395,840.7430219650257,1105.7820320129395,2,6.088844,113.44140625,0
2025-12-09T13:48:21+00:00,func_235,prophet,15,50,50,0,100.0,105.98198890686035,102.27501392364502,130.4776906967163,137.78900384902954,138.1683349609375,2,6.088844,113.44140625,0
2025-12-09T13:48:24+00:00,func_235,prophet,16,50,50,0,100.0,151.6701078414917,109.4444990158081,267.29404926300043,732.9627275466901,1173.2006072998047,2,6.088844,113.44140625,0
2025-12-09T13:48:28+00:00,func_235,prophet,17,50,50,0,100.0,98.57431888580322,99.12705421447754,107.55090713500977,113.49847078323363,115.50307273864746,2,6.108246,113.44140625,0
2025-12-09T13:48:30+00:00,func_235,prophet,18,11,11,0,100.0,649.1592797366055,102.15449333190918,3113.5098934173584,3115.0052547454834,3115.3790950775146,2,6.088844,113.44140625,0
