timestamp,function,model,minute,requests_sent,success,errors,success_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,pods,cpu_millicores,mem_mib,cold_start
2025-11-13T12:55:19+00:00,func_235,lstm,1,50,47,3,94.0,1082.224358903601,1000.2999305725098,1705.005168914792,3021.4660739898663,3948.6000537872314,1,461.0,313.0,1
2025-11-13T12:56:30+00:00,func_235,lstm,2,50,50,0,100.0,954.197416305542,905.1861763000488,1064.8857474327085,1210.3525352478023,1304.145336151123,0,0.0,0.0,0
2025-11-13T12:57:56+00:00,func_235,lstm,4,50,47,3,94.0,1024.4417850007403,1003.105640411377,1097.1700906753538,2239.371461868285,2603.1105518341064,0,0.0,0.0,0
2025-11-13T12:59:31+00:00,func_235,lstm,5,50,47,3,94.0,1026.0141961118009,1005.1753520965576,1109.0842008590698,2036.7175340652452,2826.5326023101807,1,471.0,320.0,1
2025-11-13T13:00:37+00:00,func_235,lstm,6,50,50,0,100.0,1002.8027820587158,1002.0149946212769,1102.398407459259,1785.1671338081346,2136.707305908203,1,409.0,320.0,0
2025-11-13T13:01:30+00:00,func_235,lstm,7,2,2,0,100.0,993.9981698989868,993.9981698989868,1045.4977631568909,1050.0755047798157,1051.2199401855469,1,409.0,320.0,0
2025-11-13T13:01:34+00:00,func_235,lstm,8,22,22,0,100.0,1058.326396075162,1073.6669301986694,1180.7607173919678,1182.4959087371826,1182.9118728637695,1,409.0,320.0,0
2025-11-13T13:02:00+00:00,func_235,lstm,9,50,50,0,100.0,1001.2361907958984,1005.2251815795898,1108.4253787994385,1109.7678852081299,1110.2921962738037,1,381.0,322.0,0
2025-11-13T13:02:53+00:00,func_235,lstm,10,13,13,0,100.0,1041.7810403383696,1040.405511856079,1093.160533905029,1137.3105812072754,1148.348093032837,1,403.0,326.0,0
2025-11-13T13:03:15+00:00,func_235,lstm,12,1,1,0,100.0,1047.7237701416016,1047.7237701416016,1047.7237701416016,1047.7237701416016,1047.7237701416016,1,403.0,326.0,0
2025-11-13T13:03:19+00:00,func_235,lstm,13,8,8,0,100.0,1096.752554178238,1085.1949453353882,1185.8707666397095,1185.9048128128052,1185.913324356079,1,403.0,326.0,0
2025-11-13T13:03:30+00:00,func_235,lstm,14,50,50,0,100.0,1027.1617889404297,1005.0143003463745,1118.2491898536682,1181.3742256164549,1211.4758491516113,1,319.0,330.0,0
2025-11-13T13:04:23+00:00,func_235,lstm,15,50,50,0,100.0,941.061692237854,941.1228895187378,1044.4347381591797,1085.7221293449402,1091.8924808502197,1,446.0,333.0,0
