timestamp,function,model,minute,requests_sent,success,errors,success_rate,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,max_latency_ms,pods,cpu_millicores,mem_mib,cold_start
2025-11-19T19:21:21+00:00,func_126,reactive,1,2,2,0,100.0,1743.401050567627,1743.401050567627,3232.3596477508545,3364.7115230560303,3397.799491882324,2,0.0,0.0,1
2025-11-19T19:21:26+00:00,func_126,reactive,2,2,2,0,100.0,117.61224269866943,117.61224269866943,129.1035771369934,130.12502908706665,130.38039207458496,2,0.0,0.0,0
2025-11-19T19:21:28+00:00,func_126,reactive,3,3,3,0,100.0,85.98081270853679,82.77511596679688,93.09239387512207,94.00948524475098,94.2387580871582,2,0.0,0.0,0
2025-11-19T19:21:32+00:00,func_126,reactive,5,2,2,0,100.0,90.76070785522461,90.76070785522461,99.03221130371094,99.7674560546875,99.95126724243164,3,0.0,0.0,1
2025-11-19T19:21:33+00:00,func_126,reactive,6,4,4,0,100.0,88.05274963378906,86.47441864013672,93.80638599395752,94.81146335601807,95.0627326965332,3,0.0,0.0,0
2025-11-19T19:21:35+00:00,func_126,reactive,7,9,9,0,100.0,82.49836497836642,82.51309394836426,87.84136772155762,88.18461418151855,88.27042579650879,3,0.0,0.0,0
2025-11-19T19:21:37+00:00,func_126,reactive,8,8,8,0,100.0,84.78489518165588,85.09325981140137,89.79521989822388,90.56246042251587,90.75427055358887,3,0.0,0.0,0
2025-11-19T19:21:38+00:00,func_126,reactive,9,6,6,0,100.0,85.28447151184082,85.97052097320557,88.00208568572998,88.13188076019287,88.1643295288086,3,0.0,0.0,0
2025-11-19T19:21:40+00:00,func_126,reactive,10,2,2,0,100.0,79.2456865310669,79.2456865310669,79.89767789840698,79.95563268661499,79.97012138366699,3,0.0,0.0,0
